"N","Time","avg(X)","avg(Y)","avg(Z)","avg(id)","avg(melt_CaO)","avg(melt_FeO)","avg(melt_MgO)","avg(melt_SiO2)","avg(melt_presence)","avg(peridotite)","avg(porosity)","avg(residue_CaO)","avg(residue_FeO)","avg(residue_MgO)","avg(residue_SiO2)","avg(vtkOriginalPointIds)","max(X)","max(Y)","max(Z)","max(id)","max(melt_CaO)","max(melt_FeO)","max(melt_MgO)","max(melt_SiO2)","max(melt_presence)","max(peridotite)","max(porosity)","max(residue_CaO)","max(residue_FeO)","max(residue_MgO)","max(residue_SiO2)","max(vtkOriginalPointIds)","med(X)","med(Y)","med(Z)","med(id)","med(melt_CaO)","med(melt_FeO)","med(melt_MgO)","med(melt_SiO2)","med(melt_presence)","med(peridotite)","med(porosity)","med(residue_CaO)","med(residue_FeO)","med(residue_MgO)","med(residue_SiO2)","med(vtkOriginalPointIds)","min(X)","min(Y)","min(Z)","min(id)","min(melt_CaO)","min(melt_FeO)","min(melt_MgO)","min(melt_SiO2)","min(melt_presence)","min(peridotite)","min(porosity)","min(residue_CaO)","min(residue_FeO)","min(residue_MgO)","min(residue_SiO2)","min(vtkOriginalPointIds)","q1(X)","q1(Y)","q1(Z)","q1(id)","q1(melt_CaO)","q1(melt_FeO)","q1(melt_MgO)","q1(melt_SiO2)","q1(melt_presence)","q1(peridotite)","q1(porosity)","q1(residue_CaO)","q1(residue_FeO)","q1(residue_MgO)","q1(residue_SiO2)","q1(vtkOriginalPointIds)","q3(X)","q3(Y)","q3(Z)","q3(id)","q3(melt_CaO)","q3(melt_FeO)","q3(melt_MgO)","q3(melt_SiO2)","q3(melt_presence)","q3(peridotite)","q3(porosity)","q3(residue_CaO)","q3(residue_FeO)","q3(residue_MgO)","q3(residue_SiO2)","q3(vtkOriginalPointIds)","std(X)","std(Y)","std(Z)","std(id)","std(melt_CaO)","std(melt_FeO)","std(melt_MgO)","std(melt_SiO2)","std(melt_presence)","std(peridotite)","std(porosity)","std(residue_CaO)","std(residue_FeO)","std(residue_MgO)","std(residue_SiO2)","std(vtkOriginalPointIds)","vtkValidPointMask"
9,28085,500,35085,0,5,0.81583,1.3038,8.1811,7.7613,1,0.29535,0.38378,1.9806,4.5563,42.31,30.635,4,900,35085,0,9,0.81583,1.3038,8.1811,7.7613,1,0.29535,0.38378,1.9806,4.5563,42.31,30.635,8,500,35085,0,5,0.81583,1.3038,8.1811,7.7613,1,0.29535,0.38378,1.9806,4.5563,42.31,30.635,4,100,35085,0,1,0.81583,1.3038,8.1811,7.7613,1,0.29535,0.38378,1.9806,4.5563,42.31,30.635,0,250,35085,0,2.5,0.81583,1.3038,8.1811,7.7613,1,0.29535,0.38378,1.9806,4.5563,42.31,30.635,1,700,35085,0,7,0.81583,1.3038,8.1811,7.7613,1,0.29535,0.38378,1.9806,4.5563,42.31,30.635,6,273.86,0.0019531,0,2.7386,1.9868e-08,0,5.0263e-07,2.1027e-07,0,0,1.5707e-08,0,0,0,0,2.7386,1
9,29010,500,36326,0,5,0.81985,1.3088,8.2042,7.7902,1,0.29817,0.38527,1.9748,4.5513,42.283,30.598,4,900,36326,0,9,0.81985,1.3088,8.2042,7.7902,1,0.29817,0.38527,1.9748,4.5513,42.283,30.598,8,500,36326,0,5,0.81985,1.3088,8.2042,7.7902,1,0.29817,0.38527,1.9748,4.5513,42.283,30.598,4,100,36326,0,1,0.81985,1.3088,8.2042,7.7902,1,0.29817,0.38527,1.9748,4.5513,42.283,30.598,0,250,36326,0,2.5,0.81985,1.3088,8.2042,7.7902,1,0.29817,0.38527,1.9748,4.5513,42.283,30.598,1,700,36326,0,7,0.81985,1.3088,8.2042,7.7902,1,0.29817,0.38527,1.9748,4.5513,42.283,30.598,6,273.86,0.0028378,0,2.7386,0,0,0,0,0,0,0,0,0,2.0105e-06,0,2.7386,1
9,30119,500,37818,0,5,0.83123,1.3167,8.2059,7.8378,1,0.30154,0.38717,1.9626,4.5422,42.281,30.546,4,900,37818,0,9,0.83123,1.3167,8.2059,7.8378,1,0.30154,0.38717,1.9626,4.5422,42.281,30.546,8,500,37818,0,5,0.83123,1.3167,8.2059,7.8378,1,0.30154,0.38717,1.9626,4.5422,42.281,30.546,4,100,37818,0,1,0.83123,1.3167,8.2059,7.8378,1,0.30154,0.38717,1.9626,4.5422,42.281,30.546,0,250,37818,0,2.5,0.83123,1.3167,8.2059,7.8378,1,0.30154,0.38717,1.9626,4.5422,42.281,30.546,1,700,37818,0,7,0.83123,1.3167,8.2059,7.8378,1,0.30154,0.38717,1.9626,4.5422,42.281,30.546,6,273.86,0.0030537,0,2.7386,2.6283e-08,0,0,0,0,0,1.5707e-08,0,0,0,0,2.7386,1
9,31043,500,39063,0,5,0.83418,1.3228,8.2377,7.8676,1,0.30435,0.38882,1.9578,4.5346,42.246,30.507,4,900,39063,0,9,0.83418,1.3228,8.2377,7.8676,1,0.30435,0.38882,1.9578,4.5346,42.246,30.507,8,500,39063,0,5,0.83418,1.3228,8.2377,7.8676,1,0.30435,0.38882,1.9578,4.5346,42.246,30.507,4,100,39063,0,1,0.83418,1.3228,8.2377,7.8676,1,0.30435,0.38882,1.9578,4.5346,42.246,30.507,0,250,39063,0,2.5,0.83418,1.3228,8.2377,7.8676,1,0.30435,0.38882,1.9578,4.5346,42.246,30.507,1,700,39063,0,7,0.83418,1.3228,8.2377,7.8676,1,0.30435,0.38882,1.9578,4.5346,42.246,30.507,6,273.86,0.0019531,0,2.7386,2.6283e-08,0,0,0,0,0,9.9341e-09,0,0,0,0,2.7386,1
9,32152,500,40559,0,5,0.84043,1.3333,8.2645,7.9098,1,0.3077,0.39092,1.9495,4.5218,42.218,30.455,4,900,40559,0,9,0.84043,1.3333,8.2645,7.9098,1,0.3077,0.39092,1.9495,4.5218,42.218,30.455,8,500,40559,0,5,0.84043,1.3333,8.2645,7.9098,1,0.3077,0.39092,1.9495,4.5218,42.218,30.455,4,100,40559,0,1,0.84043,1.3333,8.2645,7.9098,1,0.3077,0.39092,1.9495,4.5218,42.218,30.455,0,250,40559,0,2.5,0.84043,1.3333,8.2645,7.9098,1,0.3077,0.39092,1.9495,4.5218,42.218,30.455,1,700,40559,0,7,0.84043,1.3333,8.2645,7.9098,1,0.3077,0.39092,1.9495,4.5218,42.218,30.455,6,273.86,0.0019531,0,2.7386,2.9802e-08,6.2829e-08,0,2.5132e-07,0,0,1.4901e-08,3.9736e-08,0,0,0,2.7386,1
9,33075,500,41807,0,5,0.85065,1.3433,8.2677,7.9546,1,0.3105,0.39274,1.939,4.5102,42.212,30.408,4,900,41807,0,9,0.85065,1.3433,8.2677,7.9546,1,0.3105,0.39274,1.939,4.5102,42.212,30.408,8,500,41807,0,5,0.85065,1.3433,8.2677,7.9546,1,0.3105,0.39274,1.939,4.5102,42.212,30.408,4,100,41807,0,1,0.85065,1.3433,8.2677,7.9546,1,0.3105,0.39274,1.939,4.5102,42.212,30.408,0,250,41807,0,2.5,0.85065,1.3433,8.2677,7.9546,1,0.3105,0.39274,1.939,4.5102,42.212,30.408,1,700,41807,0,7,0.85065,1.3433,8.2677,7.9546,1,0.3105,0.39274,1.939,4.5102,42.212,30.408,6,273.86,0.0032552,0,2.7386,4.9671e-08,6.2829e-08,0,2.3842e-07,0,1.3142e-08,1.9868e-08,6.2829e-08,2.1027e-07,0,9.5367e-07,2.7386,1
9,34183,500,43305,0,5,0.85671,1.3516,8.3036,7.9993,1,0.31384,0.39502,1.9307,4.5008,42.173,30.352,4,900,43305,0,9,0.85671,1.3516,8.3036,7.9993,1,0.31384,0.39502,1.9307,4.5008,42.173,30.352,8,500,43305,0,5,0.85671,1.3516,8.3036,7.9993,1,0.31384,0.39502,1.9307,4.5008,42.173,30.352,4,100,43305,0,1,0.85671,1.3516,8.3036,7.9993,1,0.31384,0.39502,1.9307,4.5008,42.173,30.352,0,250,43305,0,2.5,0.85671,1.3516,8.3036,7.9993,1,0.31384,0.39502,1.9307,4.5008,42.173,30.352,1,700,43305,0,7,0.85671,1.3516,8.3036,7.9993,1,0.31384,0.39502,1.9307,4.5008,42.173,30.352,6,273.86,0.0019531,0,2.7386,5.5311e-08,6.2829e-08,0,3.9736e-07,0,0,1.5707e-08,5.9605e-08,0,0,9.5367e-07,2.7386,1
9,35107,500,44555,0,5,0.86128,1.3584,8.338,8.0369,1,0.31662,0.397,1.924,4.4925,42.136,30.305,4,900,44555,0,9,0.86128,1.3584,8.338,8.0369,1,0.31662,0.397,1.924,4.4925,42.136,30.305,8,500,44555,0,5,0.86128,1.3584,8.338,8.0369,1,0.31662,0.397,1.924,4.4925,42.136,30.305,4,100,44555,0,1,0.86128,1.3584,8.338,8.0369,1,0.31662,0.397,1.924,4.4925,42.136,30.305,0,250,44555,0,2.5,0.86128,1.3584,8.338,8.0369,1,0.31662,0.397,1.924,4.4925,42.136,30.305,1,700,44555,0,7,0.86128,1.3584,8.338,8.0369,1,0.31662,0.397,1.924,4.4925,42.136,30.305,6,273.86,0.0017225,0,2.7386,2.6283e-08,6.2829e-08,0,0,0,0,1.5707e-08,6.2829e-08,0,0,0,2.7386,1
9,36030,500,45805,0,5,0.87195,1.3697,8.3454,8.0862,1,0.3194,0.39905,1.9126,4.4805,42.128,30.252,4,900,45805,0,9,0.87195,1.3697,8.3454,8.0862,1,0.3194,0.39905,1.9126,4.4805,42.128,30.252,8,500,45805,0,5,0.87195,1.3697,8.3454,8.0862,1,0.3194,0.39905,1.9126,4.4805,42.128,30.252,4,100,45805,0,1,0.87195,1.3697,8.3454,8.0862,1,0.3194,0.39905,1.9126,4.4805,42.128,30.252,0,250,45805,0,2.5,0.87195,1.3697,8.3454,8.0862,1,0.3194,0.39905,1.9126,4.4805,42.128,30.252,1,700,45805,0,7,0.87195,1.3697,8.3454,8.0862,1,0.3194,0.39905,1.9126,4.4805,42.128,30.252,6,273.86,0.0019531,0,2.7386,0,6.2829e-08,0,0,0,0,1.5707e-08,0,0,0,0,2.7386,1
9,37137,500,47305,0,5,0.87955,1.3792,8.3819,8.1376,1,0.32272,0.4016,1.9026,4.4696,42.088,30.189,4,900,47305,0,9,0.87955,1.3792,8.3819,8.1376,1,0.32272,0.4016,1.9026,4.4696,42.088,30.189,8,500,47305,0,5,0.87955,1.3792,8.3819,8.1376,1,0.32272,0.4016,1.9026,4.4696,42.088,30.189,4,100,47305,0,1,0.87955,1.3792,8.3819,8.1376,1,0.32272,0.4016,1.9026,4.4696,42.088,30.189,0,250,47305,0,2.5,0.87955,1.3792,8.3819,8.1376,1,0.32272,0.4016,1.9026,4.4696,42.088,30.189,1,700,47305,0,7,0.87955,1.3792,8.3819,8.1376,1,0.32272,0.4016,1.9026,4.4696,42.088,30.189,6,273.86,0.0017225,0,2.7386,5.1619e-08,5.9605e-08,4.7684e-07,5.0263e-07,0,0,2.7655e-08,6.2829e-08,0,0,9.5367e-07,2.7386,1
9,38060,500,48554,0,5,0.88474,1.3864,8.4207,8.1794,1,0.32548,0.4038,1.8955,4.4595,42.047,30.137,4,900,48554,0,9,0.88474,1.3864,8.4207,8.1794,1,0.32548,0.4038,1.8955,4.4595,42.047,30.137,8,500,48554,0,5,0.88474,1.3864,8.4207,8.1794,1,0.32548,0.4038,1.8955,4.4595,42.047,30.137,4,100,48554,0,1,0.88474,1.3864,8.4207,8.1794,1,0.32548,0.4038,1.8955,4.4595,42.047,30.137,0,250,48554,0,2.5,0.88474,1.3864,8.4207,8.1794,1,0.32548,0.4038,1.8955,4.4595,42.047,30.137,1,700,48554,0,7,0.88474,1.3864,8.4207,8.1794,1,0.32548,0.4038,1.8955,4.4595,42.047,30.137,6,273.86,0.0019531,0,2.7386,3.9736e-08,6.2829e-08,5.0263e-07,4.7684e-07,0,0,1.5707e-08,0,0,0,1.0053e-06,2.7386,1
9,39168,500,50054,0,5,0.89441,1.3986,8.4534,8.2365,1,0.3288,0.40654,1.8841,4.4452,42.011,30.071,4,900,50054,0,9,0.89441,1.3986,8.4534,8.2365,1,0.3288,0.40654,1.8841,4.4452,42.011,30.071,8,500,50054,0,5,0.89441,1.3986,8.4534,8.2365,1,0.3288,0.40654,1.8841,4.4452,42.011,30.071,4,100,50054,0,1,0.89441,1.3986,8.4534,8.2365,1,0.3288,0.40654,1.8841,4.4452,42.011,30.071,0,250,50054,0,2.5,0.89441,1.3986,8.4534,8.2365,1,0.3288,0.40654,1.8841,4.4452,42.011,30.071,1,700,50054,0,7,0.89441,1.3986,8.4534,8.2365,1,0.3288,0.40654,1.8841,4.4452,42.011,30.071,6,273.86,0.0019531,0,2.7386,2.6283e-08,0,0,0,0,1.3142e-08,0,0,0,0,0,2.7386,1
9,40090,500,51302,0,5,0.90415,1.4089,8.4729,8.2898,1,0.33155,0.40888,1.8727,4.4341,41.991,30.011,4,900,51302,0,9,0.90415,1.4089,8.4729,8.2898,1,0.33155,0.40888,1.8727,4.4341,41.991,30.011,8,500,51302,0,5,0.90415,1.4089,8.4729,8.2898,1,0.33155,0.40888,1.8727,4.4341,41.991,30.011,4,100,51302,0,1,0.90415,1.4089,8.4729,8.2898,1,0.33155,0.40888,1.8727,4.4341,41.991,30.011,0,250,51302,0,2.5,0.90415,1.4089,8.4729,8.2898,1,0.33155,0.40888,1.8727,4.4341,41.991,30.011,1,700,51302,0,7,0.90415,1.4089,8.4729,8.2898,1,0.33155,0.40888,1.8727,4.4341,41.991,30.011,6,273.86,0.0030537,0,2.7386,3.1414e-08,6.2829e-08,0,5.0263e-07,0,0,1.5707e-08,5.2566e-08,2.5132e-07,0,1.0053e-06,2.7386,1
9,41013,500,52550,0,5,0.90971,1.4194,8.5134,8.3354,1,0.3343,0.41129,1.8648,4.4229,41.946,29.953,4,900,52550,0,9,0.90971,1.4194,8.5134,8.3354,1,0.3343,0.41129,1.8648,4.4229,41.946,29.953,8,500,52550,0,5,0.90971,1.4194,8.5134,8.3354,1,0.3343,0.41129,1.8648,4.4229,41.946,29.953,4,100,52550,0,1,0.90971,1.4194,8.5134,8.3354,1,0.3343,0.41129,1.8648,4.4229,41.946,29.953,0,250,52550,0,2.5,0.90971,1.4194,8.5134,8.3354,1,0.3343,0.41129,1.8648,4.4229,41.946,29.953,1,700,52550,0,7,0.90971,1.4194,8.5134,8.3354,1,0.3343,0.41129,1.8648,4.4229,41.946,29.953,6,273.86,0.0028378,0,2.7386,4.9671e-08,5.2566e-08,5.0263e-07,4.7684e-07,0,0,1.5707e-08,6.2829e-08,0,0,1.0053e-06,2.7386,1
9,42120,500,54046,0,5,0.92018,1.4304,8.5542,8.3963,1,0.3376,0.41428,1.8518,4.4096,41.905,29.882,4,900,54046,0,9,0.92018,1.4304,8.5542,8.3963,1,0.3376,0.41428,1.8518,4.4096,41.905,29.882,8,500,54046,0,5,0.92018,1.4304,8.5542,8.3963,1,0.3376,0.41428,1.8518,4.4096,41.905,29.882,4,100,54046,0,1,0.92018,1.4304,8.5542,8.3963,1,0.3376,0.41428,1.8518,4.4096,41.905,29.882,0,250,54046,0,2.5,0.92018,1.4304,8.5542,8.3963,1,0.3376,0.41428,1.8518,4.4096,41.905,29.882,1,700,54046,0,7,0.92018,1.4304,8.5542,8.3963,1,0.3376,0.41428,1.8518,4.4096,41.905,29.882,6,273.86,0.0027621,0,2.7386,7.3e-08,6.2829e-08,0,6.3578e-07,0,0,2.4835e-08,8.4294e-08,0,0,0,2.7386,1
9,43042,500,55291,0,5,0.92826,1.4403,8.586,8.4515,1,0.34035,0.41685,1.8418,4.3982,41.873,29.818,4,900,55291,0,9,0.92826,1.4403,8.586,8.4515,1,0.34035,0.41685,1.8418,4.3982,41.873,29.818,8,500,55291,0,5,0.92826,1.4403,8.586,8.4515,1,0.34035,0.41685,1.8418,4.3982,41.873,29.818,4,100,55291,0,1,0.92826,1.4403,8.586,8.4515,1,0.34035,0.41685,1.8418,4.3982,41.873,29.818,0,250,55291,0,2.5,0.92826,1.4403,8.586,8.4515,1,0.34035,0.41685,1.8418,4.3982,41.873,29.818,1,700,55291,0,7,0.92826,1.4403,8.586,8.4515,1,0.34035,0.41685,1.8418,4.3982,41.873,29.818,6,273.86,0.0027621,0,2.7386,2.9802e-08,5.2566e-08,0,0,0,0,0,0,0,0,0,2.7386,1
9,44148,500,56783,0,5,0.93753,1.456,8.6333,8.5122,1,0.34363,0.42,1.8292,4.3792,41.827,29.744,4,900,56783,0,9,0.93753,1.456,8.6333,8.5122,1,0.34363,0.42,1.8292,4.3792,41.827,29.744,8,500,56783,0,5,0.93753,1.456,8.6333,8.5122,1,0.34363,0.42,1.8292,4.3792,41.827,29.744,4,100,56783,0,1,0.93753,1.456,8.6333,8.5122,1,0.34363,0.42,1.8292,4.3792,41.827,29.744,0,250,56783,0,2.5,0.93753,1.456,8.6333,8.5122,1,0.34363,0.42,1.8292,4.3792,41.827,29.744,1,700,56783,0,7,0.93753,1.456,8.6333,8.5122,1,0.34363,0.42,1.8292,4.3792,41.827,29.744,6,273.86,0.0030537,0,2.7386,1.9868e-08,6.2829e-08,5.0263e-07,4.7684e-07,0,0,2.1073e-08,5.2566e-08,0,2.0105e-06,8.4106e-07,2.7386,1
9,45069,500,58025,0,5,0.94699,1.4694,8.66,8.5728,1,0.34637,0.42271,1.8186,4.3643,41.799,29.677,4,900,58025,0,9,0.94699,1.4694,8.66,8.5728,1,0.34637,0.42271,1.8186,4.3643,41.799,29.677,8,500,58025,0,5,0.94699,1.4694,8.66,8.5728,1,0.34637,0.42271,1.8186,4.3643,41.799,29.677,4,100,58025,0,1,0.94699,1.4694,8.66,8.5728,1,0.34637,0.42271,1.8186,4.3643,41.799,29.677,0,250,58025,0,2.5,0.94699,1.4694,8.66,8.5728,1,0.34637,0.42271,1.8186,4.3643,41.799,29.677,1,700,58025,0,7,0.94699,1.4694,8.66,8.5728,1,0.34637,0.42271,1.8186,4.3643,41.799,29.677,6,273.86,0.0023474,0,2.7386,2.9802e-08,8.4294e-08,4.7684e-07,4.2053e-07,0,0,2.3298e-08,0,0,0,0,2.7386,1
9,46173,500,59511,0,5,0.95917,1.4814,8.7048,8.6407,1,0.34965,0.42603,1.8033,4.3509,41.757,29.598,4,900,59511,0,9,0.95917,1.4814,8.7048,8.6407,1,0.34965,0.42603,1.8033,4.3509,41.757,29.598,8,500,59511,0,5,0.95917,1.4814,8.7048,8.6407,1,0.34965,0.42603,1.8033,4.3509,41.757,29.598,4,100,59511,0,1,0.95917,1.4814,8.7048,8.6407,1,0.34965,0.42603,1.8033,4.3509,41.757,29.598,0,250,59511,0,2.5,0.95917,1.4814,8.7048,8.6407,1,0.34965,0.42603,1.8033,4.3509,41.757,29.598,1,700,59511,0,7,0.95917,1.4814,8.7048,8.6407,1,0.34965,0.42603,1.8033,4.3509,41.757,29.598,6,273.86,0.0019531,0,2.7386,0,6.2829e-08,0,0,0,0,0,3.9736e-08,0,0,6.3578e-07,2.7386,1
9,47091,500,60746,0,5,0.96731,1.494,8.7448,8.6994,1,0.35237,0.42886,1.795,4.3374,41.712,29.535,4,900,60746,0,9,0.96732,1.494,8.7448,8.6994,1,0.35237,0.42886,1.795,4.3374,41.712,29.535,8,500,60746,0,5,0.96731,1.494,8.7448,8.6994,1,0.35237,0.42886,1.795,4.3374,41.712,29.535,4,100,60746,0,1,0.96731,1.494,8.7448,8.6994,1,0.35237,0.42886,1.795,4.3374,41.712,29.535,0,250,60746,0,2.5,0.96731,1.494,8.7448,8.6994,1,0.35237,0.42886,1.795,4.3374,41.712,29.535,1,700,60746,0,7,0.96732,1.494,8.7448,8.6994,1,0.35237,0.42886,1.795,4.3374,41.712,29.535,6,273.86,0.0028378,0,2.7386,3.1414e-08,6.2829e-08,0,5.0263e-07,0,0,1.5707e-08,3.9736e-08,2.5132e-07,0,1.0053e-06,2.7386,1
9,48009,500,61978,0,5,0.97899,1.5079,8.7684,8.7642,1,0.35509,0.43175,1.7802,4.321,41.692,29.459,4,900,61978,0,9,0.97899,1.5079,8.7684,8.7642,1,0.35509,0.43175,1.7802,4.321,41.692,29.459,8,500,61978,0,5,0.97899,1.5079,8.7684,8.7642,1,0.35509,0.43175,1.7802,4.321,41.692,29.459,4,100,61978,0,1,0.97899,1.5079,8.7684,8.7642,1,0.35509,0.43175,1.7802,4.321,41.692,29.459,0,250,61978,0,2.5,0.97899,1.5079,8.7684,8.7642,1,0.35509,0.43175,1.7802,4.321,41.692,29.459,1,700,61978,0,7,0.97899,1.5079,8.7684,8.7642,1,0.35509,0.43175,1.7802,4.321,41.692,29.459,6,273.86,0.0019531,0,2.7386,4.3302e-08,6.2829e-08,0,3.1789e-07,0,0,1.5707e-08,5.9605e-08,0,0,0,2.7386,1
9,49109,500,63453,0,5,0.98901,1.5205,8.8285,8.8324,1,0.35835,0.43529,1.7684,4.3071,41.626,29.38,4,900,63453,0,9,0.98901,1.5205,8.8285,8.8324,1,0.35835,0.43529,1.7684,4.3071,41.626,29.38,8,500,63453,0,5,0.98901,1.5205,8.8285,8.8324,1,0.35835,0.43529,1.7684,4.3071,41.626,29.38,4,100,63453,0,1,0.98901,1.5205,8.8285,8.8324,1,0.35835,0.43529,1.7684,4.3071,41.626,29.38,0,250,63453,0,2.5,0.98901,1.5205,8.8285,8.8324,1,0.35835,0.43529,1.7684,4.3071,41.626,29.38,1,700,63453,0,7,0.98901,1.5205,8.8285,8.8324,1,0.35835,0.43529,1.7684,4.3071,41.626,29.38,6,273.86,0.0028378,0,2.7386,3.1414e-08,6.2829e-08,4.7684e-07,5.0263e-07,0,0,0,0,1.5895e-07,0,1.0053e-06,2.7386,1
9,50025,500,64679,0,5,0.99752,1.5334,8.868,8.8903,1,0.36106,0.4383,1.7503,4.2897,41.596,29.29,4,900,64679,0,9,0.99752,1.5334,8.868,8.8903,1,0.36106,0.4383,1.7503,4.2897,41.596,29.29,8,500,64679,0,5,0.99752,1.5334,8.868,8.8903,1,0.36106,0.4383,1.7503,4.2897,41.596,29.29,4,100,64679,0,1,0.99752,1.5334,8.868,8.8903,1,0.36106,0.4383,1.7503,4.2897,41.596,29.29,0,250,64679,0,2.5,0.99752,1.5334,8.868,8.8903,1,0.36106,0.4383,1.7503,4.2897,41.596,29.29,1,700,64679,0,7,0.99752,1.5334,8.868,8.8903,1,0.36106,0.4383,1.7503,4.2897,41.596,29.29,6,273.86,0.0023474,0,2.7386,2.6283e-08,0,4.7684e-07,0,0,0,1.3142e-08,5.9605e-08,0,0,0,2.7386,1
9,51123,500,66145,0,5,1.0095,1.5487,8.9182,8.9654,1,0.36431,0.44198,1.7344,4.2726,41.547,29.201,4,900,66145,0,9,1.0095,1.5487,8.9182,8.9654,1,0.36431,0.44198,1.7344,4.2726,41.547,29.201,8,500,66145,0,5,1.0095,1.5487,8.9182,8.9654,1,0.36431,0.44198,1.7344,4.2726,41.547,29.201,4,100,66145,0,1,1.0095,1.5487,8.9182,8.9654,1,0.36431,0.44198,1.7344,4.2726,41.547,29.201,0,250,66145,0,2.5,1.0095,1.5487,8.9182,8.9654,1,0.36431,0.44198,1.7344,4.2726,41.547,29.201,1,700,66145,0,7,1.0095,1.5487,8.9182,8.9654,1,0.36431,0.44198,1.7344,4.2726,41.547,29.201,6,273.86,0,0,2.7386,0,0,0,0,0,0,0,8.4294e-08,0,0,9.5367e-07,2.7386,1
9,52038,500,67364,0,5,1.0216,1.5614,8.9538,9.0336,1,0.36702,0.44512,1.722,4.2594,41.51,29.13,4,900,67364,0,9,1.0216,1.5614,8.9538,9.0336,1,0.36702,0.44512,1.722,4.2594,41.51,29.13,8,500,67364,0,5,1.0216,1.5614,8.9538,9.0336,1,0.36702,0.44512,1.722,4.2594,41.51,29.13,4,100,67364,0,1,1.0216,1.5614,8.9538,9.0336,1,0.36702,0.44512,1.722,4.2594,41.51,29.13,0,250,67364,0,2.5,1.0216,1.5614,8.9538,9.0336,1,0.36702,0.44512,1.722,4.2594,41.51,29.13,1,700,67364,0,7,1.0216,1.5614,8.9538,9.0336,1,0.36702,0.44512,1.722,4.2594,41.51,29.13,6,273.86,0.003445,0,2.7386,3.9736e-08,6.2829e-08,4.2053e-07,4.7684e-07,0,0,1.3142e-08,5.2566e-08,0,1.9073e-06,0,2.7386,1
9,53135,500,68821,0,5,1.0316,1.5772,9.0168,9.109,1,0.37026,0.44895,1.71,4.2415,41.45,29.047,4,900,68821,0,9,1.0316,1.5772,9.0168,9.109,1,0.37026,0.44895,1.71,4.2415,41.45,29.047,8,500,68821,0,5,1.0316,1.5772,9.0168,9.109,1,0.37026,0.44895,1.71,4.2415,41.45,29.047,4,100,68821,0,1,1.0316,1.5772,9.0168,9.109,1,0.37026,0.44895,1.71,4.2415,41.45,29.047,0,250,68821,0,2.5,1.0316,1.5772,9.0168,9.109,1,0.37026,0.44895,1.71,4.2415,41.45,29.047,1,700,68821,0,7,1.0316,1.5772,9.0168,9.109,1,0.37026,0.44895,1.71,4.2415,41.45,29.047,6,273.86,0.003445,0,2.7386,0,6.2829e-08,5.0263e-07,4.7684e-07,0,0,1.5707e-08,5.2566e-08,0,0,0,2.7386,1
9,54048,500,70032,0,5,1.0398,1.5911,9.0725,9.1747,1,0.37297,0.4522,1.7045,4.228,41.388,28.986,4,900,70032,0,9,1.0398,1.5911,9.0725,9.1747,1,0.37297,0.4522,1.7045,4.228,41.388,28.986,8,500,70032,0,5,1.0398,1.5911,9.0725,9.1747,1,0.37297,0.4522,1.7045,4.228,41.388,28.986,4,100,70032,0,1,1.0398,1.5911,9.0725,9.1747,1,0.37297,0.4522,1.7045,4.228,41.388,28.986,0,250,70032,0,2.5,1.0398,1.5911,9.0725,9.1747,1,0.37297,0.4522,1.7045,4.228,41.388,28.986,1,700,70032,0,7,1.0398,1.5911,9.0725,9.1747,1,0.37297,0.4522,1.7045,4.228,41.388,28.986,6,273.86,0.0026042,0,2.7386,0,6.2829e-08,5.0263e-07,4.7684e-07,0,0,1.5707e-08,5.2566e-08,0,1.9073e-06,0,2.7386,1
9,55144,500,71481,0,5,1.051,1.6081,9.132,9.2541,1,0.37621,0.45616,1.6916,4.2098,41.324,28.897,4,900,71481,0,9,1.051,1.6081,9.132,9.2541,1,0.37621,0.45616,1.6916,4.2098,41.324,28.897,8,500,71481,0,5,1.051,1.6081,9.132,9.2541,1,0.37621,0.45616,1.6916,4.2098,41.324,28.897,4,100,71481,0,1,1.051,1.6081,9.132,9.2541,1,0.37621,0.45616,1.6916,4.2098,41.324,28.897,0,250,71481,0,2.5,1.051,1.6081,9.132,9.2541,1,0.37621,0.45616,1.6916,4.2098,41.324,28.897,1,700,71481,0,7,1.051,1.6081,9.132,9.2541,1,0.37621,0.45616,1.6916,4.2098,41.324,28.897,6,273.86,0.0041175,0,2.7386,0,5.9605e-08,4.7684e-07,0,0,0,1.4901e-08,5.2566e-08,0,1.6821e-06,9.5367e-07,2.7386,1
9,56056,500,72684,0,5,1.0612,1.6201,9.1818,9.3228,1,0.37891,0.45952,1.6806,4.1966,41.268,28.823,4,900,72684,0,9,1.0612,1.6201,9.1818,9.3228,1,0.37891,0.45952,1.6806,4.1966,41.268,28.823,8,500,72684,0,5,1.0612,1.6201,9.1818,9.3228,1,0.37891,0.45952,1.6806,4.1966,41.268,28.823,4,100,72684,0,1,1.0612,1.6201,9.1818,9.3228,1,0.37891,0.45952,1.6806,4.1966,41.268,28.823,0,250,72684,0,2.5,1.0612,1.6201,9.1818,9.3228,1,0.37891,0.45952,1.6806,4.1966,41.268,28.823,1,700,72684,0,7,1.0612,1.6201,9.1818,9.3228,1,0.37891,0.45952,1.6806,4.1966,41.268,28.823,6,273.86,0.0041175,0,2.7386,6.2829e-08,0,4.7684e-07,0,0,0,0,5.2566e-08,0,0,0,2.7386,1
